"appid","time0","grade","reviews"
"336200",1423526400,77,35
"336270",1425945600,100,2
"336280",1418688000,39,28
"336300",1418342400,94,36
"336310",1417737600,90,32
"336370",1418256000,100,11
"336380",1419984000,61,21
"336420",1424822400,94,140
"336530",1425945600,100,10
"336610",1418860800,97,175
"336630",1417737600,63,30
"336660",1418688000,100,1
"336670",1423008000,37,327
"336700",1418860800,87,8
"336710",1421107200,100,3
"336730",1421107200,100,3
"336760",1418688000,93,15
"336770",1419984000,100,4
"336780",1421625600,75,4
"336790",1426032000,95,42
"336840",1428019200,90,11
"336850",1418774400,100,1
"336930",1418342400,72,11
"264840",1421280000,100,1
"337040",1418083200,80,73
"337050",1417737600,100,1
"337070",1418774400,82,207
"337110",1424649600,55,9
"337120",1422316800,90,11
"337150",1418860800,95,130
"337220",1421798400,48,58
"337270",1420502400,88,81
"337280",1423180800,90,21
"337310",1418256000,100,3
"265140",1415145600,27,47
"265146",1415145600,100,1
"337400",1418256000,100,1
"337410",1419379200,41,164
"337420",1418342400,71,38
"337430",1418342400,50,6
"337450",1418688000,100,9
"337630",1426550400,81,44
"337640",1426550400,50,4
"337660",1418688000,53,339
"337661",1418688000,88,408
"337670",1426723200,84,13
"337690",1418774400,68,29
"337710",1418601600,100,1
"337730",1426550400,40,5
"337750",1422316800,0,4
"337760",1421884800,85,7
"337820",1419379200,94,69
"337840",1431388800,100,24
"337850",1420675200,95,41
"337880",1419206400,37,59
"337902",1423180800,100,1
"337930",1419379200,97,144
"337940",1421193600,90,30
"337960",1421107200,90,20
"337970",1427846400,100,1
"337980",1424649600,72,11
"350000",1431302400,57,7
"350010",1424304000,62,32
"350020",1430179200,61,101
"350060",1423785600,83,12
"350070",1426809600,94,72
"350080",1426032000,91,1072
"350220",1426204800,53,129
"350330",1424044800,75,4
"350400",1429747200,100,1
"350410",1430438400,100,1
"350412",1430784000,50,2
"350414",1428364800,100,5
"350460",1429315200,77,9
"350490",1428624000,50,4
"350500",1424131200,75,33
"350510",1424044800,81,16
"350530",1431129600,43,46
"350540",1430438400,12,8
"350620",1430697600,100,6
"350630",1424822400,73,30
"350660",1430092800,31,103
"350700",1428019200,57,166
"350720",1424131200,100,1
"350750",1424995200,82,29
"350810",1426464000,92,26
"350840",1424044800,0,5
"350870",1423872000,27,11
"338000",1421366400,92,621
"338030",1418774400,60,5
"338050",1421193600,82,41
"338060",1420761600,68,72
"338070",1420761600,100,4
"338080",1420761600,100,3
"338090",1420761600,100,2
"338110",1421020800,83,6
"338140",1421971200,79,64
"338160",1424908800,89,113
"338161",1424908800,100,8
"338162",1424908800,69,13
"338170",1421452800,93,308
"338180",1431561600,52,897
"338190",1422230400,94,51
"338201",1422835200,100,1
"338202",1422835200,100,2
"338250",1423008000,95,21
"338260",1422576000,42,7
"338320",1421625600,95,87
"266150",1416873600,57,413
"338340",1426636800,60,228
"338360",1425859200,100,12
"338371",1424476800,100,1
"338372",1427241600,100,1
"338420",1431648000,100,14
"338470",1421107200,62,106
"338490",1418688000,100,2
"266310",1423699200,78,197
"338525",1424390400,50,2
"338540",1424131200,48,923
"338550",1423180800,100,5
"338580",1422230400,77,9
"338590",1420156800,66,9
"266410",1421020800,84,132
"338620",1421107200,22,131
"338650",1423612800,0,6
"338661",1423612800,66,6
"338680",1418860800,94,18
"338710",1420588800,57,56
"338720",1421280000,81,38
"338721",1421280000,42,7
"338723",1421280000,75,4
"338743",1427760000,66,6
"338744",1427760000,71,7
"338745",1427760000,42,8
"338746",1427760000,60,5
"338770",1419206400,100,4
"338800",1423094400,84,73
"338810",1428969600,75,70
"338830",1419897600,65,26
"338882",1423612800,50,21
"338890",1422489600,91,34
"338900",1418860800,100,1
"338960",1423699200,100,22
"338980",1424908800,76,34
"266980",1416960000,100,2
"351020",1424131200,88,9
"351080",1427241600,66,3
"351090",1431907200,94,17
"351140",1426636800,59,187
"351150",1426636800,96,29
"351170",1425600000,100,7
"351220",1428278400,62,8
"351230",1429574400,100,8
"351240",1427068800,100,12
"351290",1429142400,80,1596
"351340",1424736000,79,24
"351390",1428969600,100,1
"351400",1427673600,64,14
"351420",1424044800,50,14
"351461",1425427200,100,3
"351470",1424995200,69,33
"351555",1432080000,86,15
"351556",1429660800,80,21
"351570",1424304000,89,2011
"351590",1427328000,100,10
"351591",1427328000,95,24
"351680",1424995200,100,1
"351730",1424649600,96,26
"351740",1424908800,100,1
"351790",1425254400,73,265
"351800",1432166400,80,693
"351810",1430438400,100,1
"351820",1430438400,100,7
"351840",1427673600,44,126
"351860",1427328000,100,3
"351870",1427328000,100,6
"351890",1424908800,62,282
"351900",1425254400,62,193
"351930",1427760000,100,1
"351990",1430784000,88,25
"339000",1418860800,32,88
"339030",1425945600,60,10
"339032",1425945600,100,1
"339033",1425945600,50,4
"339034",1425945600,66,6
"339040",1424736000,87,8
"339070",1418774400,100,8
"339080",1418860800,100,1
"339120",1418860800,81,487
"339130",1424131200,89,46
"339160",1424649600,78,37
"339190",1427155200,95,66
"339200",1424304000,89,225
"339240",1421884800,42,53
"339280",1428537600,78,1614
"339290",1418860800,55,98
"339330",1419379200,100,6
"339350",1418947200,97,498
"339360",1418947200,100,2
"339381",1422403200,100,2
"339382",1423008000,0,1
"339384",1426550400,100,1
"339387",1428364800,100,2
"339388",1428969600,100,2
"339389",1432166400,100,2
"339400",1426809600,94,780
"339460",1426032000,93,16
"339470",1419206400,32,231
"339480",1421884800,78,175
"339490",1419292800,66,4
"339500",1420761600,0,6
"339510",1419206400,87,66
"339520",1419206400,0,1
"339530",1422316800,71,16
"339540",1425600000,70,10
"339550",1424217600,97,49
"339570",1422921600,91,58
"339610",1427760000,74,2082
"339620",1419206400,100,1
"339690",1426118400,100,8
"339700",1428278400,74,79
"339750",1419379200,50,4
"339790",1425254400,90,51
"339800",1421107200,96,2650
"339820",1419292800,75,4
"339840",1427414400,25,4
"339850",1428019200,80,5
"339860",1419897600,84,25
"339890",1419552000,0,1
"339900",1422230400,32,31
"267778",1425600000,100,1
"267780",1425600000,100,7
"352000",1427328000,92,83
"352030",1424995200,82,23
"352080",1429315200,75,8
"352111",1427068800,100,5
"352120",1429747200,80,10
"352140",1428537600,90,31
"352190",1426032000,92,14
"352230",1425340800,66,6
"352280",1426550400,100,2
"352290",1429660800,100,2
"280180",1427328000,91,158
"352430",1425945600,87,47
"352540",1424995200,100,2
"352590",1425427200,68,16
"352610",1427068800,91,12
"352620",1431993600,100,5
"352640",1429747200,80,5
"352710",1425427200,100,5
"352730",1428537600,100,3
"352740",1428969600,50,6
"352780",1427414400,90,11
"280600",1423526400,93,65
"268080",1418688000,100,11
"268320",1424217600,100,29
"268340",1429488000,100,4
"268870",1417132800,92,195
"353000",1425254400,66,3
"353050",1426550400,100,1
"353070",1426204800,60,5
"353090",1426118400,98,57
"353110",1426032000,100,1
"353140",1425945600,28,7
"353240",1424995200,100,1
"353280",1425081600,100,11
"353300",1424995200,60,5
"353320",1425254400,33,3
"353330",1431907200,95,62
"353340",1427068800,84,13
"353360",1424995200,87,2035
"353550",1429142400,100,14
"353560",1425513600,88,884
"353570",1431561600,100,4
"353571",1431561600,100,3
"353590",1425859200,100,6
"353600",1426550400,66,3
"353610",1426032000,77,9
"353620",1426550400,50,8
"353630",1432166400,0,5
"353640",1430956800,95,40
"353760",1426723200,66,3
"353761",1429574400,66,3
"353790",1425340800,100,2
"353820",1430092800,100,3
"353930",1425427200,100,1
"353940",1431043200,100,17
"353970",1428364800,50,2
"353980",1432166400,83,6
"281940",1422316800,65,349
"269530",1416355200,50,65
"269670",1422489600,100,4
"354050",1428278400,70,20
"354140",1425340800,95,4556
"354180",1428364800,100,6
"354230",1427932800,100,3
"354240",1427155200,86,239
"354260",1430179200,87,8
"354310",1427328000,100,21
"354320",1427068800,66,3
"354350",1427414400,100,38
"354380",1427760000,69,594
"282201",1418428800,84,69
"282210",1425427200,44,1169
"354425",1431388800,70,10
"354430",1430179200,66,42
"354500",1426032000,92,974
"354600",1429747200,100,3
"354650",1432512000,92,13
"354680",1427932800,95,46
"354690",1427760000,75,4
"282513",1417478400,75,16
"282514",1421107200,85,36
"282515",1423526400,78,14
"282516",1424995200,47,17
"354700",1426118400,100,1
"354702",1426118400,100,3
"354710",1429574400,86,43
"354720",1428969600,0,3
"354730",1427241600,66,6
"354770",1427932800,100,10
"282640",1421193600,100,15
"354820",1431302400,0,1
"354850",1425945600,63,19
"354860",1430352000,100,8
"354870",1426896000,29,95
"354930",1429056000,62,8
"354950",1430092800,60,5
"354960",1426464000,77,18
"354970",1426464000,81,27
"282900",1421798400,96,2565
"282960",1416355200,75,4
"355050",1427932800,90,76
"355070",1427155200,47,122
"355080",1427068800,60,5
"355090",1429660800,100,3
"355140",1429142400,66,9
"355150",1426550400,81,11
"355250",1430179200,72,58
"283080",1417392000,95,45
"355270",1425945600,82,75
"355290",1425945600,100,1
"355320",1425859200,43,16
"355340",1429574400,100,3
"355341",1430265600,50,2
"355360",1428278400,0,1
"355380",1428278400,0,1
"355410",1426204800,87,16
"355420",1427328000,100,14
"355430",1426204800,72,11
"355520",1426118400,72,11
"355530",1429833600,100,12
"355570",1426723200,88,9
"355640",1430956800,100,1
"355650",1426464000,75,8
"355660",1426636800,100,11
"355730",1427328000,91,23
"355760",1426118400,61,90
"355840",1427760000,54,4881
"355890",1425945600,100,53
"355970",1429660800,84,38
"355980",1426550400,100,29
"355990",1426550400,25,8
"283820",1418083200,97,35
"283840",1418083200,96,26
"356000",1426204800,84,71
"356070",1428451200,84,14
"356090",1431475200,100,11
"356110",1430697600,100,8
"356140",1428537600,100,1
"356160",1428105600,100,3
"356210",1430956800,100,2
"356260",1427241600,92,25
"356270",1427241600,75,12
"356280",1427241600,83,6
"356290",1427241600,100,2
"356310",1430352000,37,613
"356380",1426723200,65,26
"356420",1431043200,100,29
"356430",1426550400,81,44
"356440",1427328000,100,1
"356530",1427760000,94,17
"356590",1426550400,50,6
"356591",1426550400,36,11
"356592",1426550400,100,2
"356593",1426550400,66,6
"284440",1418774400,70,24
"356670",1429660800,91,1508
"356710",1427328000,100,3
"356770",1427932800,70,20
"356790",1429747200,100,6
"356800",1428624000,36,11
"284680",1426550400,100,3
"356880",1426550400,53,43
"356940",1427673600,50,2
"284810",1421971200,95,66
"284910",1423699200,75,4
"357060",1426636800,100,10
"357070",1427155200,98,102
"357163",1427328000,0,2
"357200",1429056000,50,2
"357290",1427241600,42,38
"357300",1429488000,100,81
"357320",1430265600,77,18
"357330",1428278400,91,87
"357360",1430265600,92,39
"357370",1427760000,73,19
"357380",1429833600,89,79
"357400",1430956800,100,3
"357410",1431648000,100,1
"357460",1428278400,79,97
"357470",1427241600,100,8
"357600",1427328000,97,68
"357650",1426809600,90,111
"357710",1430352000,100,1
"357711",1430352000,100,2
"357720",1430438400,85,35
"357730",1429228800,50,2
"357770",1427673600,36,125
"357780",1428624000,85,292
"357820",1429142400,40,5
"357830",1427241600,88,9
"357840",1429228800,78,23
"357850",1429056000,75,4
"357890",1427500800,100,4
"357900",1427328000,41,300
"357910",1427155200,66,6
"285740",1424217600,100,80
"357930",1427846400,75,8
"357940",1429056000,81,53
"370000",1431993600,93,109
"370001",1431993600,97,111
"370070",1431302400,83,12
"370080",1431561600,100,6
"370100",1431388800,52,36
"370150",1431734400,100,8
"370190",1431302400,68,16
"370300",1431907200,100,1
"370720",1431475200,100,3
"370930",1432080000,0,1
"370931",1432080000,100,1
"358000",1429747200,50,12
"358010",1428019200,83,24
"358020",1429833600,100,9
"358070",1429574400,95,23
"358130",1430870400,87,89
"358140",1427673600,100,16
"358141",1427673600,80,10
"358142",1428451200,100,29
"358143",1428451200,100,5
"358150",1427328000,96,544
"358170",1430697600,100,2
"358180",1430697600,100,6
"358190",1430697600,100,4
"358200",1430697600,100,4
"358210",1430697600,100,4
"358240",1430697600,100,1
"358250",1430697600,83,6
"358260",1430697600,100,6
"358270",1430697600,100,3
"358280",1430697600,85,7
"358290",1430697600,100,5
"358300",1430697600,100,2
"358310",1430697600,100,2
"358320",1430697600,100,1
"358330",1430697600,66,3
"358340",1430697600,100,4
"358360",1430697600,100,10
"358370",1430697600,100,3
"358380",1430697600,100,3
"358390",1430697600,100,2
"358400",1430697600,100,1
"358410",1430697600,100,2
"286240",1417478400,97,47
"358420",1430697600,66,3
"358430",1430697600,85,7
"358440",1430697600,100,1
"286280",1425513600,81,32
"358480",1427760000,9,41
"358610",1427068800,100,1
"358700",1427155200,50,8
"358770",1427328000,100,24
"358820",1427932800,50,4
"358850",1427846400,66,7
"358960",1429747200,84,39
"286991",1415145600,100,1
"214130",1414627200,71,80
"371130",1431561600,0,1
"371160",1432080000,100,1
"371170",1432080000,50,2
"371190",1431993600,72,11
"371330",1431907200,87,8
"371400",1431561600,75,4
"371420",1432080000,80,10
"371440",1431993600,40,5
"371500",1431648000,88,9
"371550",1432080000,50,2
"371710",1431734400,0,3
"371790",1432512000,0,1
"371800",1431561600,100,7
"359040",1430352000,95,22
"359070",1427155200,66,15
"359080",1427414400,100,3
"359090",1427846400,73,15
"359220",1429228800,56,16
"359260",1431648000,0,1
"359280",1431043200,83,12
"359290",1427414400,57,21
"287140",1428364800,81,22
"359320",1427932800,78,2007
"359370",1429228800,48,52
"359400",1431388800,100,18
"359410",1427587200,88,36
"359500",1429142400,0,1
"359520",1427932800,75,4
"359521",1427932800,80,5
"359522",1431388800,0,1
"359540",1427932800,100,1
"359560",1427328000,75,20
"359580",1427328000,78,75
"359630",1431043200,100,2
"359650",1431043200,92,14
"359670",1429660800,100,1
"359780",1432080000,100,6
"359800",1427932800,57,634
"359810",1427760000,75,20
"359850",1430697600,100,6
"287680",1415836800,68,1578
"359900",1431302400,55,177
"359920",1427414400,87,48
"359930",1432598400,93,32
"359950",1427932800,75,4
"287960",1430870400,86,46
"372020",1431993600,100,1
"372390",1432166400,100,3
"372400",1431648000,100,1
"372580",1431993600,50,2
"372670",1431907200,0,1
"372700",1431907200,50,2
"372860",1432512000,0,2
"372930",1432252800,100,1
"300080",1417564800,40,1400
"288140",1421280000,77,185
"300120",1426550400,94,17
"300200",1422576000,48,34
"300340",1421971200,92,57
"300570",1421625600,100,264
"288670",1416355200,75,4
"300620",1416960000,100,6
"300640",1418947200,100,2
"300840",1417824000,100,23
"288930",1424304000,91,84
"300960",1421884800,79,49
"216670",1418256000,73,19
"373110",1432252800,46,446
"373711",1432339200,100,1
"301120",1427328000,93,205
"301210",1432252800,100,1
"289550",1418256000,66,6
"301560",1422921600,90,82
"301640",1420675200,91,610
"289780",1425513600,56,191
"289880",1418688000,29,85
"289881",1418688000,18,333
"289910",1418083200,62,16
"301920",1419811200,100,36
"302010",1416268800,40,210
"302570",1418688000,25,24
"302830",1418947200,57,8776
"34200",1420502400,100,1
"303260",1418169600,44,34
"303550",1426464000,92,13
"303690",1415750400,70,61
"303800",1416787200,82,150
"303820",1414800000,26,56
"303830",1417046400,40,20
"303910",1415059200,60,5
"219070",1416441600,53,15
"304010",1417046400,61,54
"304030",1427328000,62,1519
"304212",1430265600,96,692
"304380",1415059200,73,184
"304540",1421107200,100,4
"304710",1430179200,50,4
"304910",1420675200,87,80
"304950",1430697600,96,25
"36100",1414627200,100,11
"305380",1427414400,95,179
"305460",1424908800,90,10
"305500",1426464000,61,26
"305660",1422403200,69,26
"305740",1415232000,60,25
"233610",1417478400,97,908
"305800",1418083200,73,52
"305880",1415664000,100,9
"305940",1419379200,81,96
"306020",1416355200,92,496
"234000",1414627200,48,606
"306340",1421625600,50,6
"306370",1414713600,53,13
"306390",1429142400,16,6
"306395",1420675200,57,7
"306397",1423699200,40,10
"306398",1415232000,72,11
"306399",1427328000,42,7
"306440",1422489600,63,73
"306610",1419033600,83,6
"306930",1420675200,33,45
"38230",1427414400,50,14
"307030",1421712000,100,15
"307210",1425254400,66,24
"307230",1417392000,82,567
"307430",1426032000,83,12
"235380",1430352000,56,211
"307580",1430265600,97,44
"307600",1424131200,76,17
"307780",1422921600,64,6946
"307880",1421280000,80,945
"320150",1415232000,79,112
"320300",1429747200,95,533
"320350",1426032000,85,34
"320351",1426636800,80,26
"320352",1426636800,71,14
"320353",1426636800,66,15
"320360",1424822400,80,5
"320361",1424822400,78,14
"320362",1424822400,0,3
"320364",1424822400,100,1
"320370",1424822400,90,21
"320371",1424822400,84,19
"320372",1424822400,38,18
"320380",1424822400,0,3
"320383",1424822400,35,14
"320386",1424822400,0,1
"320400",1417392000,68,35
"320430",1418688000,57,70
"320520",1424131200,71,38
"320540",1423526400,89,115
"320590",1418688000,64,201
"320610",1418860800,100,31
"320670",1414627200,76,26
"320760",1423699200,97,216
"320820",1423785600,80,230
"320830",1417651200,100,2
"320986",1424736000,50,8
"320987",1424736000,42,7
"320988",1424736000,40,5
"320989",1424736000,46,13
"308172",1417651200,100,1
"236110",1416614400,83,1439
"308440",1421020800,100,15
"308520",1427241600,58,29
"321010",1416873600,57,7
"321040",1427846400,92,1218
"321070",1415923200,50,4
"321080",1415318400,55,9
"321100",1420848000,100,1
"321140",1432080000,100,1
"321141",1432080000,100,1
"321142",1431993600,0,1
"321260",1415750400,68,471
"321280",1415923200,75,52
"321300",1415836800,47,2346
"321430",1422316800,86,87
"321450",1427241600,88,9
"321490",1416441600,4,23
"321540",1418256000,94,18
"321660",1417132800,30,23
"321860",1416528000,60,130
"321890",1423872000,100,1
"321950",1418083200,54,192
"321990",1420502400,100,2
"237550",1421280000,51,127
"322020",1418256000,87,16
"322021",1418256000,75,8
"322022",1418256000,53,13
"322030",1423094400,50,2
"322110",1416873600,95,47
"322170",1419206400,98,5753
"322210",1428364800,94,136
"250070",1421366400,77,11
"322290",1424217600,95,160
"322300",1419206400,72,501
"322330",1418601600,97,11175
"322410",1417132800,100,2
"322510",1416960000,100,1
"322520",1424995200,69,273
"322540",1423180800,80,20
"322550",1424736000,100,9
"322610",1414627200,56,25
"322670",1414627200,100,2
"322700",1431907200,81,16
"250580",1423785600,76,1154
"322900",1420761600,77,200
"322910",1428537600,89,327
"322920",1418169600,70,1735
"322930",1415232000,78,37
"238340",1427155200,100,10
"323000",1416441600,60,10
"323020",1422057600,66,3
"323220",1418774400,98,201
"323230",1416268800,0,1
"323240",1415318400,61,54
"251130",1428969600,96,501
"323320",1421884800,96,1057
"323340",1424822400,100,11
"323341",1424822400,85,21
"323380",1431475200,100,30
"323420",1416960000,90,11
"323450",1419206400,85,20
"323630",1418688000,100,9
"323650",1425081600,100,1
"323670",1430438400,88,9
"323720",1423612800,73,84
"323780",1416787200,64,71
"323900",1428537600,81,186
"324050",1430438400,66,9
"324070",1417132800,94,75
"324080",1417392000,82,719
"324130",1415318400,82,29
"324140",1429228800,91,23
"324240",1418601600,54,11
"324250",1415318400,88,9
"324260",1422230400,71,235
"324300",1430179200,100,2
"324331",1417132800,40,46
"324332",1421712000,44,28
"324342",1422316800,48,45
"324343",1423699200,50,12
"324344",1426032000,67,93
"324352",1424217600,50,2
"324360",1422835200,62,8
"324420",1415145600,47,36
"324450",1418256000,100,6
"324510",1415318400,81,221
"324570",1429142400,87,94
"252450",1427932800,71,774
"324710",1421971200,90,31
"324750",1415923200,70,20
"324790",1414627200,84,19
"324810",1421366400,89,1217
"325060",1424304000,96,50
"325080",1417392000,81,70
"325100",1414972800,57,143
"325131",1420416000,50,2
"325135",1418860800,100,2
"325136",1417046400,100,1
"325139",1415232000,100,1
"325150",1418342400,95,46
"325180",1416268800,93,43
"325330",1428451200,0,2
"253190",1427414400,85,95
"253290",1415232000,90,194
"325470",1417651200,37,16
"325490",1417651200,88,9
"325520",1417651200,96,66
"253390",1423785600,86,61
"253530",1427068800,92,399
"325723",1431993600,90,31
"325790",1426723200,92,25
"325870",1418342400,81,27
"325880",1421107200,59,32
"326160",1415836800,76,471
"326190",1418860800,82,46
"326210",1415145600,0,1
"326380",1423785600,100,10
"326460",1425945600,90,83
"326470",1415059200,81,17
"326480",1416268800,94,488
"326510",1430438400,100,1
"326590",1416009600,73,19
"326621",1430870400,100,3
"326622",1430870400,100,2
"326623",1430870400,87,8
"326630",1416268800,44,29
"326650",1423526400,4,25
"326670",1418342400,69,256
"326720",1416787200,82,109
"326730",1415923200,61,31
"327010",1416355200,35,77
"327100",1418256000,85,8
"327130",1424304000,50,74
"327170",1415750400,100,5
"327171",1415750400,83,6
"327172",1415750400,71,7
"327173",1418774400,86,15
"327174",1421798400,77,27
"327175",1418083200,67,40
"327176",1425340800,100,8
"327177",1424131200,81,27
"327280",1417651200,50,308
"327310",1415232000,95,63
"327370",1416787200,78,14
"327410",1414627200,86,2260
"327440",1414713600,82,145
"327450",1429315200,100,6
"327490",1417392000,88,9
"327500",1427932800,100,9
"327610",1415318400,100,1
"327640",1421712000,65,779
"327670",1424649600,84,321
"327770",1421280000,33,12
"327830",1414627200,68,110
"327831",1414627200,75,8
"327840",1417651200,100,2
"327890",1416960000,85,2154
"327960",1418601600,90,10
"327980",1428019200,100,8
"340030",1420070400,20,15
"340050",1421712000,88,285
"340070",1422230400,61,18
"340080",1425254400,100,10
"340110",1419897600,100,2
"340120",1423094400,87,32
"340130",1424390400,83,7
"340150",1430352000,93,235
"340200",1421193600,61,13
"340210",1423008000,94,17
"340220",1420156800,39,41
"340230",1424217600,100,1
"340231",1424217600,100,1
"340232",1424217600,0,1
"340233",1424217600,100,2
"340280",1420588800,97,171
"340290",1420156800,85,21
"340300",1420675200,93,31
"340310",1421366400,85,20
"340330",1421020800,87,8
"340340",1428624000,81,267
"340350",1431388800,77,107
"340360",1421107200,93,31
"340380",1422489600,75,8
"340390",1423267200,88,27
"340400",1420675200,100,4
"340410",1424649600,0,2
"340440",1421366400,83,18
"340450",1422921600,94,17
"340460",1420502400,42,632
"340470",1424304000,65,40
"340480",1421366400,80,10
"340490",1428019200,100,19
"340520",1422316800,93,131
"340540",1425859200,30,388
"340550",1419984000,57,52
"340570",1420156800,69,13
"340600",1419984000,69,13
"340610",1424476800,63,19
"340630",1420416000,31,79
"340650",1421020800,70,11
"340720",1422576000,100,10
"340730",1421020800,91,109
"340740",1419984000,94,70
"340750",1420588800,44,18
"340800",1420761600,92,113
"340810",1429488000,62,309
"340820",1421625600,58,12
"340860",1427068800,50,8
"340880",1420502400,92,14
"340920",1423094400,33,6
"340950",1423440000,80,10
"340990",1424736000,0,1
"328060",1423699200,43,359
"328070",1415145600,91,403
"328100",1414972800,47,46
"328110",1426204800,100,1
"328140",1414627200,47,309
"328171",1415232000,100,1
"328220",1429228800,66,30
"328230",1415318400,100,20
"328260",1417046400,40,5
"328270",1416182400,90,53
"328310",1414627200,40,30
"328390",1416960000,90,21
"328500",1415836800,86,137
"328530",1414713600,33,3
"328580",1418083200,100,1
"328600",1414713600,63,123
"328640",1416182400,57,19
"328650",1429056000,83,6
"328670",1421193600,33,9
"328680",1415923200,100,7
"328690",1415318400,0,1
"328700",1417737600,76,17
"328710",1430179200,89,19
"328730",1416268800,99,166
"328740",1421712000,70,24
"328760",1418342400,98,491
"328802",1416787200,96,32
"328803",1416787200,100,2
"328804",1416787200,100,4
"328818",1415923200,0,1
"328830",1416355200,63,49
"328870",1416787200,54,11
"328880",1416787200,50,14
"328890",1418169600,75,4
"328900",1414627200,69,13
"328920",1414627200,84,26
"328930",1414627200,100,7
"328940",1416960000,73,146
"328990",1414627200,38,31
"341000",1420416000,92,439
"341020",1426550400,80,57
"341060",1421193600,65,40
"341070",1422576000,71,14
"341080",1424736000,87,8
"341090",1423180800,100,15
"341120",1425254400,100,62
"341150",1426636800,100,15
"341160",1422662400,0,3
"341260",1425254400,75,4
"341310",1424736000,88,17
"341360",1423612800,50,10
"341380",1420502400,16,13
"341390",1422230400,82,58
"341410",1424995200,100,3
"341440",1422230400,48,43
"341460",1422835200,50,2
"341470",1421971200,66,21
"341480",1422662400,100,1
"341500",1423526400,88,9
"341510",1425254400,85,21
"341530",1421193600,100,18
"341540",1420502400,55,9
"341640",1428278400,100,3
"341690",1424822400,64,17
"341700",1421107200,70,51
"341710",1428278400,100,13
"341720",1421366400,73,899
"341730",1425254400,93,16
"341750",1420502400,75,8
"341760",1429660800,90,10
"341770",1431648000,40,5
"341780",1421280000,50,8
"341810",1421971200,44,18
"341820",1423785600,94,19
"341840",1423526400,50,6
"341841",1423526400,75,4
"341842",1423526400,92,14
"341843",1423526400,0,1
"341844",1423526400,80,5
"341845",1423526400,40,5
"341846",1423526400,50,2
"341847",1423526400,33,6
"341848",1423526400,33,9
"341849",1423526400,60,5
"341850",1423526400,66,3
"341860",1422403200,67,87
"341910",1429228800,77,9
"341930",1424995200,46,26
"341950",1428883200,72,48
"341960",1424044800,77,9
"341990",1425600000,100,1
"329010",1418688000,79,74
"329011",1418688000,100,6
"329012",1418688000,77,18
"329100",1415664000,100,3
"329110",1416441600,62,897
"329130",1416873600,97,451
"329190",1417651200,93,43
"329200",1421107200,80,57
"329240",1424995200,94,37
"329260",1416960000,87,8
"329270",1420588800,0,1
"329370",1414627200,80,5
"329380",1428883200,84,13
"329430",1428969600,58,497
"257260",1416960000,100,17
"329460",1421020800,96,122
"329490",1421798400,88,380
"329500",1414627200,70,10
"329510",1414627200,100,1
"329530",1426204800,97,82
"329610",1427414400,51,66
"329620",1415232000,50,10
"329630",1415232000,100,7
"329640",1415232000,100,11
"329650",1415232000,81,38
"329660",1415232000,100,2
"329670",1415232000,42,7
"329680",1415232000,66,6
"329690",1417478400,100,35
"329760",1415750400,100,1
"329770",1420156800,83,43
"329821",1415923200,50,2
"329822",1414713600,66,3
"329823",1415318400,85,47
"329890",1423180800,77,27
"329950",1414800000,25,264
"329960",1414627200,63,69
"329970",1422921600,88,87
"329980",1425254400,100,7
"342000",1421193600,26,30
"342010",1430870400,81,11
"342020",1422316800,93,31
"342090",1429228800,33,6
"342100",1423612800,82,17
"342150",1432252800,100,3
"342230",1422403200,47,34
"342240",1424044800,71,7
"342260",1427760000,100,36
"342300",1424304000,95,71
"342350",1423008000,90,64
"342360",1421193600,78,38
"342370",1431993600,75,12
"342380",1421366400,90,536
"342430",1426896000,100,3
"342450",1423612800,50,22
"342480",1424736000,61,377
"342490",1423785600,90,71
"342500",1421366400,76,13
"342510",1422403200,61,21
"342520",1428969600,50,10
"270370",1417651200,93,1109
"342550",1430352000,86,74
"342560",1424390400,98,56
"342570",1424995200,43,276
"342580",1425600000,86,37
"342610",1421107200,97,71
"342620",1424822400,94,109
"342630",1421280000,100,4
"342650",1423699200,91,12
"342680",1421884800,77,18
"342740",1422489600,75,33
"342754",1421712000,100,3
"342763",1422921600,100,1
"342768",1423526400,0,1
"342789",1425945600,100,1
"342795",1426550400,100,1
"342806",1427760000,100,1
"342811",1428364800,100,1
"342825",1430179200,100,5
"342829",1430870400,100,1
"342831",1430784000,100,1
"342835",1431388800,100,1
"342841",1431993600,100,1
"342860",1421798400,65,26
"342870",1425513600,45,31
"342880",1421884800,56,23
"342890",1425600000,56,32
"342970",1426809600,71,57
"342980",1423180800,81,725
"342990",1427846400,33,3
"270810",1427328000,88,26
"270830",1414972800,75,20
"270942",1416787200,60,5
"258160",1421884800,58,1223
"258402",1416268800,100,1
"258641",1416873600,83,12
"258642",1424304000,100,5
"258663",1420675200,87,16
"258668",1421884800,28,14
"258671",1417737600,57,7
"258674",1417651200,80,5
"258679",1421280000,76,25
"258800",1415232000,85,20
"258910",1420502400,94,87
"343000",1428364800,80,10
"343020",1422576000,100,6
"343070",1426723200,64,88
"343100",1422230400,95,291
"343120",1421625600,67,31
"343170",1426464000,76,14
"343180",1426550400,100,1
"343250",1422316800,100,3
"343270",1421366400,59,209
"343280",1424217600,94,54
"343320",1422576000,80,5
"343330",1424736000,59,279
"343360",1422576000,62,129
"343370",1422576000,90,32
"343390",1428278400,100,2
"271240",1423699200,81,470
"343424",1427932800,100,1
