"appid","query_date","grade","reviews","bundles"
"208803","2014-10-29",40,5,
"208804","2014-10-29",40,5,
"208805","2014-10-29",50,6,
"208806","2014-10-29",85,14,
"208807","2014-10-29",78,14,
"208808","2014-10-29",75,16,
"208809","2014-10-29",75,8,
"208810","2014-10-29",71,7,
"208811","2014-10-29",71,7,
"208812","2014-10-29",45,68,
"208813","2014-10-29",63,11,
"208814","2014-10-29",42,7,
"208817","2014-10-29",77,9,
"208818","2014-10-29",83,18,
"208830","2014-10-29",100,1,
"208831","2014-10-29",0,0,
"208832","2014-10-29",0,0,
"208833","2014-10-29",0,0,
"208834","2014-10-29",0,0,
"208835","2014-10-29",0,0,
"208836","2014-10-29",0,0,
"208837","2014-10-29",0,0,
"208838","2014-10-29",0,0,
"208839","2014-10-29",0,0,
"208840","2014-10-29",0,0,
"208841","2014-10-29",0,0,
"208842","2014-10-29",0,0,
"208843","2014-10-29",100,1,
"208844","2014-10-29",0,0,
"208860","2014-10-29",85,47,
"293110","2014-10-29",100,2,
"208881","2014-10-29",0,0,
"293140","2015-01-24",91,12,
"365320","2015-05-22",0,0,
"365330","2015-04-24",71,32,
"365340","2015-04-27",57,7,
"293180","2014-10-29",60,755,
"365360","2015-04-21",95,191,
"24634","2014-10-29",0,0,
"24635","2014-10-29",0,0,
"24640","2014-10-29",29,31,
"24650","2014-10-29",26,15,
"24660","2014-10-29",54,23,
"24670","2014-10-29",50,400,
"24673","2014-10-29",100,2,
"24676","2014-10-29",0,0,
"24677","2014-10-29",0,0,
"24678","2014-10-29",0,0,
"24679","2014-10-29",100,3,
"293200","2014-10-29",68,45,
"208981","2014-10-29",61,18,
"293220","2015-05-14",77,202,
"365400","2015-05-06",33,3,
"293240","2014-10-29",96,167,
"365420","2015-04-28",70,11,
"365430","2015-04-23",100,4,
"293280","2015-02-02",0,0,
"365460","2015-05-26",100,1,
"365470","2015-05-12",0,0,
"365490","2015-04-22",0,0,
"24710","2014-10-29",100,9,
"24720","2014-10-29",79,727,
"24740","2014-10-29",87,5481,
"24780","2014-10-29",78,1958,
"24790","2014-10-29",93,799,
"293300","2014-10-29",87,90,
"293320","2014-10-29",56,536,
"365500","2015-04-30",100,9,
"293340","2014-11-20",59,52,
"365520","2015-05-20",0,0,
"365530","2015-05-19",100,1,
"293360","2014-10-29",89,19,
"365540","2015-05-20",0,0,
"365580","2015-05-04",100,6,
"24800","2014-10-29",71,629,
"24810","2014-10-29",96,306,
"24840","2014-10-29",79,747,
"24860","2014-10-29",88,1680,
"24870","2014-10-29",79,451,
"293400","2014-10-29",33,70,
"293420","2014-10-29",63,22,
"293440","2014-11-05",87,56,
"365620","2015-05-05",33,3,
"365630","2015-04-21",0,0,
"293460","2014-10-29",91,46,
"293480","2014-11-14",85,60,
"365670","2015-04-24",99,625,
"24960","2014-10-29",91,8725,
"24963","2014-10-29",78,50,
"24980","2014-10-29",97,4643,
"293500","2014-10-29",77,1636,
"293520","2015-05-14",0,0,
"293540","2014-10-29",67,1176,
"293560","2014-10-31",65,1343,
"365760","2015-05-19",0,0,
"293660","2014-10-29",92,101,
"365840","2015-05-14",95,22,
"293680","2014-10-29",88,270,
"365860","2015-05-20",100,15,
"365870","2015-05-11",100,7,
"293720","2014-10-29",23,74,
"293740","2014-10-29",88,154,
"293760","2015-03-12",91,273,
"293780","2014-10-29",98,736,
"293800","2014-10-29",0,0,
"293820","2014-10-29",83,6,
"293840","2014-10-29",60,83,
"293860","2014-10-29",58,266,
"293880","2014-10-29",84,82,
"293900","2014-10-29",94,172,
"293920","2014-10-29",36,44,
"293940","2014-10-29",72,131,
"293960","2014-10-29",70,24,
"293980","2014-10-29",75,4,
"221001","2014-10-29",94,36,
"221020","2014-10-29",31,1521,
"221030","2014-10-29",61,13,
"221040","2014-10-29",81,6223,
"97000","2014-10-29",91,1256,
"97010","2014-10-29",100,15,
"221100","2014-10-29",80,120345,
"221160","2014-10-29",75,4,
"221161","2014-10-29",75,8,
"221162","2014-10-29",73,15,
"221164","2014-10-29",25,4,
"221165","2014-10-29",100,6,
"221166","2014-10-29",100,8,
"221167","2014-10-29",87,8,
"221168","2014-10-29",78,14,
"221169","2014-10-29",85,35,
"221180","2014-10-29",84,122,
"97100","2014-10-29",82,563,
"97106","2014-10-29",66,3,
"97107","2014-10-29",33,3,
"97108","2014-10-29",50,6,
"97110","2014-10-29",95,23,
"97120","2014-10-29",95,21,
"97130","2014-10-29",93,32,
"221200","2014-10-29",69,13,
"221220","2014-10-29",66,3,
"221260","2014-10-29",93,4085,
"221300","2014-10-29",66,171,
"221340","2014-10-29",77,179,
"221380","2014-10-29",94,14476,
"97300","2014-10-29",100,1,
"97301","2014-10-29",100,1,
"97302","2014-10-29",100,1,
"97303","2014-10-29",100,1,
"97304","2014-10-29",100,1,
"97305","2014-10-29",100,1,
"97306","2014-10-29",100,1,
"97307","2014-10-29",100,1,
"97308","2014-10-29",100,1,
"97309","2014-10-29",100,1,
"97310","2014-10-29",100,1,
"97311","2014-10-29",100,1,
"97312","2014-10-29",100,1,
"97313","2014-10-29",100,1,
"97314","2014-10-29",100,1,
"97315","2014-10-29",100,1,
"97316","2014-10-29",100,1,
"97317","2014-10-29",100,1,
"97318","2014-10-29",100,1,
"97319","2014-10-29",100,1,
"97320","2014-10-29",100,1,
"97321","2014-10-29",100,1,
"97322","2014-10-29",100,1,
"97323","2014-10-29",100,1,
"97324","2014-10-29",100,1,
"97325","2014-10-29",100,1,
"97326","2014-10-29",100,1,
"97327","2014-10-29",100,1,
"97330","2014-10-29",89,720,
"97340","2014-10-29",85,7,
"97350","2014-10-29",0,0,
"97360","2014-10-29",0,0,
"97361","2014-10-29",0,0,
"97362","2014-10-29",0,0,
"97363","2014-10-29",0,0,
"97364","2014-10-29",0,0,
"97365","2014-10-29",0,0,
"97366","2014-10-29",100,1,
"97367","2014-10-29",0,0,
"97368","2014-10-29",0,0,
"97369","2014-10-29",0,0,
"97370","2014-10-29",0,0,
"97371","2014-10-29",0,0,
"97372","2014-10-29",0,0,
"97373","2014-10-29",0,0,
"97374","2014-10-29",0,0,
"97375","2014-10-29",0,0,
"97376","2014-10-29",0,0,
"97377","2014-10-29",0,0,
"97378","2014-10-29",0,0,
"97379","2014-10-29",0,0,
"97380","2014-10-29",0,0,
"97381","2014-10-29",0,0,
"97382","2014-10-29",0,0,
"97383","2014-10-29",0,0,
"97384","2014-10-29",0,0,
"97385","2014-10-29",0,0,
"97386","2014-10-29",0,0,
"97387","2014-10-29",0,0,
"97388","2014-10-29",0,0,
"97389","2014-10-29",0,0,
"221445","2014-10-29",40,5,
"221450","2014-10-29",100,3,
"221540","2014-10-29",82,1154,
"221560","2014-10-29",57,278,
"221620","2014-10-29",0,0,
"221640","2014-10-29",96,15265,
"221660","2014-10-29",100,4,
"221680","2014-10-29",93,3722,
"221770","2014-10-29",0,1,
"221810","2014-10-29",86,1029,
"221829","2014-10-29",100,1,
"221830","2014-10-29",89,137,
"221850","2014-10-29",100,3,
"221870","2014-10-29",90,21,
"221910","2014-10-29",92,16977,
"209000","2014-10-29",86,12315,
"209040","2014-10-29",50,10,
"209060","2014-10-29",86,415,
"209080","2014-10-29",95,7755,
"209100","2014-10-29",59,489,
"209120","2014-10-29",72,591,
"209160","2014-10-29",56,21955,
"209190","2014-10-29",90,565,
"209201","2014-10-29",100,1,
"209202","2014-10-29",100,2,
"209230","2014-10-29",82,123,
"209270","2014-10-29",71,552,
"25000","2014-10-29",86,1727,
"25010","2014-10-29",77,241,
"209305","2014-10-29",100,1,
"209306","2014-10-29",100,2,
"209307","2014-10-29",100,1,
"209308","2014-10-29",100,1,
"209309","2014-10-29",100,1,
"209310","2014-10-29",100,1,
"209330","2014-10-29",60,352,
"209340","2014-10-29",46,227,
"209343","2014-10-29",0,0,
"209360","2014-10-29",80,36,
"209362","2014-10-29",100,1,
"209370","2014-10-29",94,1382,
"209373","2014-10-29",100,9,
"209390","2014-10-29",20,44,
"209460","2014-10-29",78,41,
"209520","2014-10-29",65,451,
"209540","2014-10-29",80,1195,
"209545","2014-10-29",66,3,
"209546","2014-10-29",0,1,
"209548","2014-10-29",0,0,
"366060","2015-05-21",100,5,
"366080","2015-04-23",93,15,
"209610","2014-10-29",62,81,
"209630","2014-10-29",87,168,
"209650","2014-10-29",66,15898,
"209670","2014-10-29",78,1005,
"209690","2014-10-29",63,149,
"366140","2015-04-23",0,1,
"366190","2015-05-01",0,0,
"209710","2014-10-29",72,208,
"209730","2014-10-29",49,365,
"209750","2014-10-29",50,50,
"294000","2014-10-29",95,47,
"209771","2014-10-29",75,4,
"209772","2014-10-29",100,4,
"294020","2014-10-29",69,113,
"209790","2014-10-29",89,382,
"209793","2014-10-29",0,0,
"366210","2015-05-26",0,0,
"294060","2015-02-10",87,24,
"366290","2015-04-28",85,14,
"25500","2014-10-29",64,90,
"25510","2014-10-29",0,0,
"209801","2014-10-29",0,0,
"209811","2014-10-29",72,59,
"209812","2014-10-29",84,52,
"209830","2014-10-29",89,872,
"209850","2014-10-29",65,40,
"209870","2014-10-29",82,10819,
"209872","2014-10-29",21,14,
"209873","2014-10-29",35,17,
"209874","2014-10-29",60,5,
"294140","2014-10-29",82,732,
"294160","2014-12-03",86,521,
"294180","2014-10-29",41,17,
"25600","2014-10-29",87,86,
"25610","2014-10-29",0,0,
"25620","2014-10-29",82,47,
"209950","2014-10-29",92,369,
"294230","2014-10-29",78,146,
"366410","2015-05-25",0,0,
"366420","2015-04-23",0,0,
"294250","2014-10-29",0,1,
"366430","2015-04-23",0,0,
"294260","2014-10-29",100,4,
"294270","2014-10-29",100,4,
"294280","2014-10-29",50,19,
"366460","2015-05-04",100,6,
"25700","2014-10-29",84,162,
"25710","2014-10-29",100,1,
"25758","2014-10-29",100,1,
"25759","2014-10-29",100,1,
"25760","2014-10-29",0,0,
"25761","2014-10-29",0,0,
"25762","2014-10-29",100,1,
"25763","2014-10-29",100,1,
"25764","2014-10-29",0,0,
"294301","2014-10-29",0,0,
"294302","2014-10-29",0,0,
"294303","2014-10-29",0,0,
"294304","2014-10-29",0,0,
"294310","2014-10-29",0,0,
"294311","2014-10-29",0,0,
"294312","2014-10-29",0,0,
"294330","2014-10-29",0,0,
"294340","2014-10-29",0,0,
"294350","2014-10-29",50,2,
"366530","2015-04-30",40,15,
"294370","2014-10-29",71,73,
"294390","2014-10-29",77,18,
"366590","2015-04-30",0,0,
"25800","2014-10-29",89,814,
"25806","2014-10-29",100,6,
"25808","2014-10-29",100,11,
"25809","2014-10-29",0,0,
"25810","2014-10-29",0,0,
"25811","2014-10-29",0,0,
"25812","2014-10-29",0,1,
"25813","2014-10-29",0,0,
"25814","2014-10-29",0,0,
"25815","2014-10-29",0,0,
"25816","2014-10-29",0,0,
"25817","2014-10-29",0,0,
"25830","2014-10-29",95,223,
"25850","2014-10-29",71,49,
"25890","2014-10-29",84,1551,
"25892","2014-10-29",50,2,
"25896","2014-10-29",0,2,
"25897","2014-10-29",0,0,
"25898","2014-10-29",0,0,
"25899","2014-10-29",100,1,
"366610","2015-04-24",42,7,
"294440","2014-10-29",93,271,
"294460","2014-10-29",92,65,
"366650","2015-05-06",0,0,
"366660","2015-05-21",73,192,
"366670","2015-05-04",50,4,
"25900","2014-10-29",94,549,
"25910","2014-10-29",80,98,
"25960","2014-10-29",0,0,
"25962","2014-10-29",50,3,
"25970","2014-10-29",100,2,
"25980","2014-10-29",76,222,
"25990","2014-10-29",94,119,
"294510","2014-10-29",85,30,
"366700","2015-04-24",33,3,
"294530","2014-10-29",94,39,
"366710","2015-05-13",0,0,
"294540","2014-10-29",91,37,
"294550","2014-10-29",100,9,
"366730","2015-05-22",0,0,
"294560","2014-10-29",81,11,
"366740","2015-05-22",0,0,
"294570","2014-10-29",100,14,
"294580","2014-10-29",66,9,
"366800","2015-04-30",90,61,
"366820","2015-05-07",0,0,
"294650","2014-10-29",87,31,
"294660","2014-10-29",97,85,
"294670","2014-10-29",100,38,
"366843","2015-04-27",0,0,
"294680","2014-10-29",84,19,
"294690","2014-10-29",100,13,
"366890","2015-05-21",0,8,
"294700","2014-10-29",50,8,
"294710","2014-10-29",87,9,
"294720","2014-10-29",87,16,
"366900","2015-04-30",0,0,
"294750","2014-10-29",82,76,
"294770","2014-10-29",52,19,
"294790","2014-10-29",70,31,
"366990","2015-04-30",100,2,
"294810","2014-11-18",94,386,
"294830","2014-10-29",38,138,
"294860","2014-10-30",94,3107,
"294900","2014-10-29",0,0,
"294901","2014-10-29",0,0,
"294902","2014-10-29",0,0,
"294903","2014-10-29",0,0,
"294904","2014-10-29",100,1,
"294905","2014-10-29",0,0,
"294906","2014-10-29",0,0,
"294907","2014-10-29",0,0,
"294908","2014-10-29",0,0,
"294909","2014-10-29",0,0,
"294910","2014-10-29",0,0,
"294911","2014-10-29",0,0,
"294912","2014-10-29",0,0,
"294913","2014-10-29",0,0,
"294914","2014-10-29",0,0,
"294915","2014-10-29",0,0,
"294916","2014-10-29",100,1,
"294917","2014-10-29",0,0,
"294918","2014-10-29",0,0,
"294919","2014-10-29",100,1,
"294920","2014-10-29",0,0,
"294921","2014-10-29",0,0,
"294922","2014-10-29",0,0,
"294923","2014-10-29",0,0,
"294924","2014-10-29",0,0,
"294925","2014-10-29",0,0,
"294926","2014-10-29",0,0,
"294927","2014-10-29",100,1,
"294928","2014-10-29",0,0,
"294929","2014-10-29",100,1,
"294930","2014-10-29",0,0,
"294931","2014-10-29",0,0,
"294932","2014-10-29",100,1,
"294934","2014-10-29",0,0,
"294935","2014-10-29",0,0,
"294936","2014-10-29",0,0,
"294937","2014-10-29",0,0,
"294938","2014-10-29",0,0,
"294939","2014-10-29",0,0,
"294940","2014-10-29",0,0,
"294941","2014-10-29",0,0,
"294942","2014-10-29",0,0,
"294943","2014-10-29",0,0,
"294944","2014-10-29",0,0,
"294945","2014-10-29",0,0,
"294946","2014-10-29",0,0,
"294947","2014-10-29",0,0,
"294948","2014-10-29",0,0,
"294953","2014-10-29",0,0,
"294954","2014-10-29",0,0,
"294955","2014-10-29",0,0,
"294956","2014-10-29",0,0,
"294957","2014-10-29",0,0,
"294958","2014-10-29",0,0,
"294959","2014-10-29",0,0,
"294960","2014-10-29",0,0,
"294961","2014-10-29",100,1,
"294962","2014-10-29",0,0,
"294963","2014-10-29",100,1,
"294964","2014-10-29",100,1,
"294965","2014-10-29",0,0,
"294966","2014-10-29",0,0,
"294967","2014-10-29",0,0,
"294968","2014-10-29",100,1,
"294969","2014-10-29",0,0,
"294970","2014-10-29",0,0,
"294971","2014-10-29",0,0,
"294972","2014-10-29",0,0,
"294973","2014-10-29",0,0,
"294974","2014-10-29",0,0,
"294975","2014-10-29",0,0,
"294976","2014-10-29",0,0,
"294977","2014-10-29",0,0,
"294978","2014-10-29",0,0,
"294979","2014-10-29",0,0,
"294980","2014-10-29",0,0,
"294981","2014-10-29",0,0,
"294982","2014-10-29",0,0,
"294983","2014-10-29",0,0,
"294984","2014-10-29",0,0,
"294985","2014-10-29",0,0,
"294990","2014-10-29",100,6,
"294992","2014-10-29",0,0,
"294993","2014-10-29",0,1,
"294994","2014-10-29",0,0,
"294995","2014-10-29",0,0,
"294996","2014-10-29",0,0,
"294997","2014-10-29",100,1,
"294998","2014-10-29",0,0,
"294999","2014-10-29",0,0,
"222021","2014-10-29",75,12,
"222041","2014-10-29",0,0,
"222042","2014-10-29",0,0,
"222043","2014-10-29",0,0,
"222044","2014-10-29",0,0,
"222050","2014-10-29",0,0,
"222051","2014-10-29",0,0,
"222052","2014-10-29",0,0,
"222053","2014-10-29",0,0,
"222054","2014-10-29",0,0,
"222055","2014-10-29",0,0,
"222056","2014-10-29",0,0,
"222057","2014-10-29",100,1,
"222058","2014-10-29",0,0,
"222059","2014-10-29",0,0,
"222060","2014-10-29",0,0,
"222061","2014-10-29",0,0,
"222062","2014-10-29",0,0,
"222063","2014-10-29",0,0,
"222064","2014-10-29",0,0,
"222065","2014-10-29",0,0,
"222066","2014-10-29",0,0,
"222067","2014-10-29",0,0,
"222068","2014-10-29",0,0,
"222069","2014-10-29",0,0,
"222070","2014-10-29",0,0,
"222071","2014-10-29",0,0,
"222072","2014-10-29",0,0,
"222073","2014-10-29",100,1,
"222074","2014-10-29",0,0,
"222075","2014-10-29",0,0,
"222076","2014-10-29",0,0,
"222077","2014-10-29",0,0,
"222078","2014-10-29",0,0,
"222079","2014-10-29",0,0,
"222080","2014-10-29",0,0,
"222081","2014-10-29",0,0,
"222082","2014-10-29",0,0,
"222083","2014-10-29",0,0,
"222084","2014-10-29",0,0,
"222085","2014-10-29",0,0,
"222086","2014-10-29",0,0,
"222087","2014-10-29",0,0,
"222088","2014-10-29",0,0,
"222089","2014-10-29",0,0,
"222090","2014-10-29",0,0,
"222091","2014-10-29",0,0,
"222092","2014-10-29",0,0,
"222093","2014-10-29",100,1,
"222094","2014-10-29",0,0,
"222095","2014-10-29",0,0,
"222096","2014-10-29",0,0,
"222097","2014-10-29",0,0,
"222098","2014-10-29",0,0,
"222099","2014-10-29",0,0,
"222100","2014-10-29",0,0,
"222101","2014-10-29",0,0,
"222102","2014-10-29",0,0,
"222103","2014-10-29",0,0,
"222104","2014-10-29",0,0,
"222105","2014-10-29",0,0,
"222106","2014-10-29",0,0,
"222107","2014-10-29",0,0,
"222108","2014-10-29",0,0,
"222109","2014-10-29",0,0,
"222110","2014-10-29",0,0,
"222111","2014-10-29",0,0,
"222112","2014-10-29",0,0,
"222113","2014-10-29",100,1,
"222114","2014-10-29",0,0,
"222115","2014-10-29",0,0,
"222116","2014-10-29",0,0,
"222117","2014-10-29",0,0,
"222118","2014-10-29",0,0,
"222119","2014-10-29",0,0,
"222120","2014-10-29",0,0,
"222121","2014-10-29",0,0,
"222122","2014-10-29",100,2,
"222137","2014-10-29",0,0,
"222138","2014-10-29",0,0,
"222139","2014-10-29",0,0,
"222140","2014-10-29",74,342,
"222160","2014-10-29",62,216,
"222180","2015-03-10",90,11,
"98100","2014-10-29",68,443,
"222221","2014-10-29",100,1,
"222222","2014-10-29",50,2,
"222223","2014-10-29",0,0,
"222240","2014-10-29",100,1,
"222280","2014-10-29",100,8,
"222281","2014-10-29",100,5,
"222282","2014-10-29",100,15,
"222283","2014-10-29",75,4,
"222284","2014-10-29",0,0,
"222285","2014-10-29",0,0,
"98200","2014-10-29",81,1957,
"98210","2014-10-29",100,1,
"98211","2014-10-29",100,3,
"98220","2014-10-29",100,1,
"222300","2014-10-29",100,8,
"222380","2014-10-29",100,3,
"98300","2014-10-29",90,733,
"222400","2014-10-29",100,31,
"222420","2014-11-27",73,400,
"222440","2015-01-30",91,175,
"222480","2014-10-29",86,2773,
"98400","2014-10-29",88,1789,
"98421","2014-10-29",95,21,
"222520","2014-10-29",63,562,
"222530","2014-10-29",0,0,
"222531","2014-10-29",0,0,
"222532","2014-10-29",100,2,
"222541","2014-10-29",60,5,
"222542","2014-10-29",100,8,
"222543","2014-10-29",100,5,
"222544","2014-10-29",100,6,
"222545","2014-10-29",100,8,
"222547","2014-10-29",0,0,
"222548","2014-10-29",0,0,
"222549","2014-10-29",100,5,
"222550","2014-10-29",50,2,
"222551","2014-10-29",75,4,
"222554","2014-10-29",100,10,
"222555","2014-10-29",100,1,
"222556","2014-10-29",50,4,
"222557","2014-10-29",89,28,
"222558","2014-10-29",72,11,
"222561","2014-10-29",87,8,
"222562","2014-10-29",80,5,
"222564","2014-10-29",100,2,
"222566","2014-10-29",100,4,
"222567","2014-10-29",100,10,
"222568","2014-10-29",100,2,
"222569","2014-10-29",0,0,
"222570","2014-10-29",100,2,
"222571","2014-10-29",100,7,
"222574","2014-10-29",100,5,
"222575","2014-10-29",80,5,
"222576","2014-10-29",87,8,
"222577","2014-10-29",100,4,
"222578","2014-10-29",0,0,
"222579","2014-10-29",100,8,
"222580","2014-10-29",85,7,
"222581","2014-10-29",100,3,
"222582","2014-10-29",87,16,
"222583","2014-10-29",100,1,
"222584","2014-10-29",75,8,
"222585","2014-10-29",60,20,
"222586","2014-10-29",60,5,
"222587","2014-10-29",72,11,
"222588","2014-10-29",95,22,
"222589","2014-10-29",100,2,
"222590","2014-10-29",83,6,
"222591","2014-10-29",100,7,
"222593","2014-10-29",77,18,
"222594","2014-10-29",0,0,
"222595","2014-10-29",100,3,
"222596","2014-10-29",100,5,
"222597","2014-10-29",94,19,
"222598","2014-10-29",100,5,
"222599","2014-10-29",100,10,
"98500","2014-10-29",57,190,
"222601","2014-10-29",100,5,
"222602","2014-10-29",60,5,
"222603","2014-10-29",90,10,
"222604","2014-10-29",66,6,
"222606","2014-10-29",0,0,
"222607","2014-10-29",100,2,
"222608","2014-10-29",66,9,
"222609","2014-10-29",0,0,
"222610","2014-10-29",80,20,
"222611","2014-10-29",40,5,
"222612","2014-10-29",100,2,
"222613","2014-10-29",83,6,
"222615","2014-10-29",0,0,
"222616","2014-10-29",100,4,
"222617","2014-10-29",100,10,
"222618","2014-10-29",0,0,
"222619","2014-10-29",100,5,
"222621","2014-12-12",0,0,
"222622","2014-10-29",46,15,
"222623","2014-10-29",25,8,
"222624","2014-10-29",100,2,
"222625","2014-10-29",55,9,
"222626","2014-10-29",0,1,
"222627","2014-10-29",91,12,
"222628","2014-10-29",50,6,
"222629","2014-10-29",0,0,
"222630","2014-10-29",100,3,
"222631","2014-11-20",45,20,
"222632","2014-10-29",92,25,
"222633","2015-04-09",100,3,
"222634","2014-10-29",100,8,
"222635","2014-10-29",66,6,
"222636","2014-10-29",0,0,
"222638","2014-11-13",0,0,
"222639","2014-10-29",100,2,
"222640","2014-10-29",80,313,
"222660","2014-10-29",87,216,
"222680","2014-10-29",83,6,
"98600","2014-10-29",81,191,
"98609","2014-10-29",100,2,
"98610","2014-10-29",100,2,
"222700","2014-10-29",100,2,
"222710","2014-10-29",67,222,
"222730","2014-10-29",83,2633,
"222750","2014-10-29",92,2847,
"222804","2015-03-24",88,9,
"222805","2015-03-24",60,5,
"222806","2015-03-24",100,4,
"222807","2015-03-24",100,8,
"222880","2014-10-29",92,26114,
"98800","2014-10-29",95,2849,
"98820","2014-10-29",88,9,
"98821","2014-10-29",100,9,
"98822","2014-10-29",100,9,
"222900","2014-10-29",82,18169,
"222940","2014-10-29",90,1706,
"222980","2014-10-29",88,1424,
"98900","2014-10-29",63,149,
"26000","2014-10-29",81,128,
"26005","2014-10-29",0,0,
"26006","2014-10-29",0,0,
"26007","2014-10-29",0,0,
"26010","2014-10-29",0,0,
"367000","2015-05-12",76,26,
"367030","2015-05-08",90,11,
"367040","2015-04-27",0,2,
"367060","2015-05-01",60,5,
"367090","2015-05-01",0,0,
"26300","2014-10-29",25,35,
"367110","2015-05-15",78,32,
"367150","2015-04-28",0,0,
"367180","2015-05-12",100,1,
"367190","2015-05-01",0,0,
"295000","2014-10-29",0,0,
"295001","2014-10-29",0,0,
"295002","2014-10-29",0,0,
"295003","2014-10-29",0,0,
"295004","2014-10-29",0,0,
"295005","2014-10-29",75,4,
"295006","2014-10-29",0,0,
"295007","2014-10-29",0,0,
"295008","2014-10-29",0,0,
"295009","2014-10-29",50,2,
"295010","2014-10-29",0,0,
"295011","2014-10-29",100,2,
"295012","2014-10-29",100,1,
"295013","2014-10-29",0,0,
"295014","2014-10-29",0,0,
"295015","2014-10-29",0,0,
"295016","2014-10-29",100,1,
"295017","2014-10-29",80,5,
"295018","2014-10-29",0,0,
"295019","2014-10-29",0,0,
"295020","2014-10-29",0,0,
"295021","2014-10-29",0,0,
"295022","2014-10-29",0,0,
"295023","2014-10-29",0,0,
"295024","2014-10-29",100,1,
"295025","2014-10-29",0,0,
"295026","2014-10-29",0,0,
"295027","2014-10-29",100,2,
"295028","2014-10-29",33,3,
"295029","2014-10-29",50,4,
"295030","2014-10-29",100,1,
"295031","2014-10-29",0,0,
"295032","2014-10-29",0,0,
"295033","2014-10-29",0,0,
"295034","2014-10-29",0,0,
"295035","2014-10-29",0,0,
"295036","2014-10-29",0,0,
"295037","2014-10-29",0,1,
"295038","2014-10-29",0,0,
"295039","2014-10-29",0,0,
"295040","2014-10-30",0,0,
"295041","2014-11-04",0,0,
"295042","2014-11-04",0,0,
"295043","2014-11-04",100,1,
"295044","2014-11-04",100,1,
"295045","2014-11-11",0,0,
"295046","2014-11-11",0,0,
"295047","2014-11-11",0,0,
"295048","2014-11-11",0,0,
"295049","2014-11-11",0,0,
"367220","2015-05-12",0,3,
"295050","2014-11-11",0,0,
"295051","2014-11-25",100,1,
"295052","2014-11-25",0,0,
"295053","2014-11-25",0,0,
"295054","2014-11-25",0,0,
"295055","2014-11-25",0,0,
"295056","2014-11-25",75,4,
"295057","2014-12-03",100,1,
"295058","2014-12-03",0,0,
"295059","2014-12-03",0,0,
"295060","2014-12-03",0,0,
"295061","2014-12-03",0,0,
"295062","2014-12-03",0,0,
"295063","2014-12-10",0,0,
"295064","2014-12-10",0,0,
"295065","2014-12-09",0,0,
"295066","2014-12-10",0,0,
"295067","2014-12-09",0,0,
"295068","2014-12-10",0,0,
"295069","2014-12-09",100,3,
"295070","2014-12-16",0,0,
"295071","2014-12-16",0,0,
"295072","2014-12-16",0,0,
"295073","2014-12-16",100,1,
"295074","2014-12-16",0,0,
"295075","2014-12-16",0,0,
"295076","2014-12-16",0,0,
"295077","2014-12-16",0,0,
"295078","2014-12-16",0,0,
"295079","2014-12-16",0,0,
"367250","2015-04-30",0,0,
"295080","2014-12-16",0,0,
"295081","2014-12-16",0,0,
"295082","2014-12-16",0,0,
"295083","2014-12-16",100,1,
"295084","2014-12-16",33,3,
"295085","2014-12-16",0,0,
"295086","2014-12-16",100,4,
"295087","2015-01-06",0,0,
"295088","2015-01-06",0,0,
"295089","2015-01-06",50,2,
"367260","2015-04-28",100,6,
"295090","2015-01-06",0,0,
"295091","2015-01-06",100,1,
"295092","2015-01-06",0,0,
"295093","2015-01-06",66,3,
"295094","2015-01-13",0,0,
"295095","2015-01-13",0,0,
"295096","2015-01-13",0,0,
"295097","2015-01-13",0,0,
"295098","2015-01-13",0,0,
"295099","2015-01-13",100,1,
"367280","2015-04-28",0,0,
"367290","2015-05-04",100,1,
"26500","2014-10-29",88,519,
"26510","2014-10-29",100,1,
"295100","2014-10-29",91,12,
"295110","2015-01-10",68,29898,
"367300","2015-05-22",100,11,
"295162","2015-01-28",50,8,
"295173","2015-02-13",0,0,
"295174","2015-02-13",0,0,
"295177","2015-01-21",0,0,
"295178","2015-01-21",0,0,
"295181","2015-02-05",0,1,
"295182","2015-02-05",100,2,
"295183","2015-02-17",0,0,
"295184","2015-02-17",0,0,
"295188","2015-02-24",0,0,
"295190","2014-11-10",100,3,
"295191","2015-04-22",0,0,
"367380","2015-05-04",0,0,
"295210","2014-10-29",33,3,
"295220","2014-10-29",50,2,
"295221","2014-10-29",100,2,
"295222","2014-10-29",80,5,
"295250","2014-10-29",28,237,
"295270","2014-10-29",74,2503,
"367480","2015-04-29",0,0,
"295330","2014-11-04",93,15,
"26800","2014-10-29",95,3941,
"26803","2014-10-29",100,1,
"26810","2014-10-29",100,6,
"295430","2014-10-29",0,0,
"295431","2014-10-29",100,2,
"295432","2014-10-29",100,1,
"295433","2014-10-29",0,0,
"295434","2014-10-29",0,0,
"295435","2014-10-29",100,1,
"295436","2014-10-29",50,2,
"295437","2014-10-29",50,2,
"295438","2014-10-29",0,0,
"295439","2014-10-29",0,0,
"295440","2014-10-29",0,0,
"367640","2015-05-12",100,2,
"367660","2015-05-05",0,0,
"295490","2014-10-29",96,27,
"367670","2015-05-04",94,430,
"26900","2014-10-29",85,527,
"26910","2014-10-29",50,2,
"295500","2014-10-29",50,2,
"295510","2014-10-29",100,20,
"295530","2014-10-29",100,19,
"295550","2014-10-29",66,817,
"295560","2014-12-04",0,0,
"295590","2015-03-19",70,99,
