"appid","query_date","grade","reviews","bundles"
"368920","2015-05-13",0,0,
"368950","2015-05-12",93,573,
"368990","2015-05-11",44,9,
"296830","2015-01-26",64,278,
"369000","2015-05-11",78,14,
"369100","2015-05-15",76,25,
"369120","2015-05-06",71,7,
"369130","2015-05-25",0,0,
"369131","2015-05-25",0,0,
"297000","2015-01-06",54,1424,
"369210","2015-05-07",0,0,
"297070","2015-01-22",71,7,
"369290","2015-05-25",0,0,
"369340","2015-05-08",0,0,
"369350","2015-05-12",0,0,
"369370","2015-05-15",55,9,
"369410","2015-05-19",0,0,
"369430","2015-05-16",0,0,
"369450","2015-05-07",0,0,
"369470","2015-05-08",0,0,
"369490","2015-05-12",0,0,
"297310","2014-11-17",51,47,
"369500","2015-05-14",0,0,
"369501","2015-05-21",0,0,
"369520","2015-05-15",0,0,
"297390","2014-11-25",57,7,
"369610","2015-05-25",0,0,
"369620","2015-05-21",76,17,
"369640","2015-05-12",88,9,
"297470","2014-12-23",81,54,
"369650","2015-05-22",0,0,
"369660","2015-05-22",0,0,
"369670","2015-05-22",0,0,
"369700","2015-05-19",0,0,
"297650","2014-12-16",100,10,
"369860","2015-05-14",50,4,
"369890","2015-05-25",0,0,
"297831","2014-11-13",64,42,
"297842","2014-12-12",0,0,
"297920","2015-03-12",74,50,
"225270","2015-01-07",87,8,
"41046","2015-04-11",0,0,
"225540","2014-11-11",0,0,
"310031","2014-10-30",88,105,
"310032","2014-10-30",100,4,
"310033","2014-10-30",100,3,
"310034","2014-10-30",60,10,
"310040","2014-11-18",0,0,
"310050","2014-11-18",0,1,
"310060","2015-03-09",0,0,
"298160","2014-10-31",76,880,
"310100","2014-10-31",100,14,
"310360","2014-12-05",97,295,
"310370","2014-12-30",81,4275,
"310380","2014-11-07",74,2187,
"310460","2014-12-04",42,7,
"298560","2015-01-13",96,80,
"310560","2015-04-27",93,1898,
"310580","2014-11-21",100,1,
"310640","2014-11-12",11,9,
"310660","2014-10-30",95,21,
"298790","2014-12-10",87,16,
"310740","2015-04-16",96,31,
"310790","2014-11-18",90,486,
"298850","2014-11-05",77,9,
"298880","2014-11-15",0,0,
"310810","2015-01-28",92,13,
"310850","2014-10-31",70,120,
"310880","2014-11-06",50,41,
"310890","2015-01-22",80,96,
"298930","2014-11-11",86,66,
"298950","2014-12-03",63,22,
"311160","2014-12-19",80,15,
"311161","2014-12-19",37,8,
"311162","2014-12-19",80,5,
"311163","2014-12-19",83,6,
"311164","2014-12-19",81,22,
"311210","2015-04-27",0,0,
"299350","2014-12-03",75,52,
"299360","2014-11-20",76,2380,
"311400","2014-11-13",41,203,
"311490","2015-02-12",76,13,
"311560","2015-02-05",90,545,
"299680","2015-01-01",81,238,
"311690","2015-03-30",0,0,
"299740","2014-10-30",65,1597,
"311700","2014-12-11",44,202,
"311730","2014-12-04",59,2450,
"311840","2015-03-18",88,9,
"311950","2014-12-04",100,1,
"43190","2014-12-12",88,264,
"227520","2014-12-15",88,350,
"312060","2014-11-06",63,287,
"312230","2015-03-16",93,32,
"312240","2015-03-12",71,7,
"312270","2014-11-14",14,7,
"312310","2014-11-13",50,6,
"312370","2014-11-19",81,237,
"312400","2014-12-01",20,10,
"312420","2014-11-11",68,19,
"312430","2015-03-31",85,42,
"312440","2015-03-02",0,0,
"312450","2015-03-31",92,67,
"312520","2015-03-03",0,0,
"312530","2015-02-09",0,0,
"312540","2015-04-21",94,93,
"312600","2014-12-09",70,47,
"240460","2015-04-22",69,751,
"312710","2015-04-20",50,2,
"312780","2014-12-09",0,0,
"312790","2015-02-10",75,104,
"240620","2015-02-04",0,0,
"312840","2015-01-29",88,454,
"312930","2014-12-11",95,21,
"313010","2015-01-12",24,1248,
"313120","2015-01-09",91,9386,
"313370","2015-01-20",78,19,
"313371","2015-01-27",63,19,
"313372","2015-02-03",86,15,
"313373","2014-11-18",60,5,
"313374","2014-11-25",25,5,
"313375","2014-12-09",77,18,
"313380","2015-01-13",80,5,
"313381","2014-11-11",35,40,
"313660","2014-11-03",70,17,
"313680","2014-12-01",100,1,
"313690","2014-10-31",85,738,
"313800","2015-04-13",100,2,
"313810","2015-04-16",0,0,
"241680","2014-12-16",0,1,
"314010","2014-11-24",91,216,
"314150","2015-01-15",61,259,
"314160","2014-12-18",79,2431,
"314220","2014-11-21",75,48,
"314300","2014-11-24",53,43,
"314410","2015-03-24",98,72,
"314450","2014-12-01",87,8,
"314520","2014-11-04",71,225,
"314530","2015-02-03",70,20,
"314560","2015-02-27",0,0,
"314590","2015-05-12",100,10,
"314660","2015-02-02",93,698,
"314710","2015-04-28",0,0,
"314830","2014-12-22",69,196,
"315050","2014-11-06",88,9,
"315060","2015-01-30",100,5,
"315080","2014-11-19",80,25,
"315130","2015-01-25",75,8,
"315320","2014-11-26",37,74,
"315330","2015-04-06",0,0,
"315392","2015-04-21",43,16,
"315393","2015-02-12",85,35,
"315394","2015-01-20",51,60,
"315395","2015-03-17",54,11,
"315396","2014-11-22",81,82,
"315397","2015-01-27",33,24,
"315450","2014-12-01",77,22,
"315460","2015-02-23",95,573,
"315660","2014-12-15",41,70,
"315840","2015-02-17",96,161,
"315880","2015-03-17",59,576,
"316070","2014-12-10",0,0,
"316080","2015-03-24",100,21,
"316160","2014-11-04",50,22,
"316240","2015-02-25",23,26,
"244160","2015-01-25",86,2606,
"316390","2014-12-30",48,3093,
"316410","2015-03-24",93,259,
"316430","2014-11-21",84,466,
"316590","2015-05-08",0,0,
"316610","2015-02-19",95,42,
"316790","2015-01-22",89,834,
"316920","2014-11-06",100,2,
"316930","2014-12-04",79,251,
"244770","2014-12-04",77,962,
"316960","2014-12-12",80,10,
"316962","2015-04-01",80,5,
"316963","2015-01-12",66,6,
"316967","2015-03-10",100,2,
"244910","2015-05-25",0,0,
"317040","2014-12-10",95,128,
"317100","2015-02-06",90,105,
"245177","2015-04-18",0,0,
"317400","2014-12-30",0,0,
"317460","2014-10-31",88,42,
"317461","2014-10-31",80,36,
"317462","2014-10-31",91,46,
"317530","2014-11-19",81,32,
"317620","2014-11-01",86,297,
"317750","2014-10-31",32,31,
"317770","2014-12-06",100,8,
"317790","2014-12-08",93,92,
"317820","2015-02-27",0,0,
"317840","2014-12-04",68,19,
"330000","2015-01-22",56,86,
"330030","2014-10-30",0,0,
"330070","2015-02-05",90,54,
"330110","2015-04-09",100,5,
"330130","2014-12-04",0,1,
"330160","2015-03-10",85,7,
"330180","2015-01-29",97,35,
"330210","2015-02-12",53,75,
"330230","2014-11-26",100,1,
"330240","2014-11-26",50,2,
"330260","2014-11-14",92,13,
"330270","2015-03-06",83,107,
"330350","2014-11-19",35,324,
"330360","2014-12-11",0,0,
"330361","2014-12-11",0,0,
"330362","2014-12-11",0,0,
"330363","2014-12-11",0,0,
"330370","2015-02-09",96,29,
"330420","2014-11-03",0,0,
"330450","2014-12-22",72,18,
"330460","2014-11-21",90,43,
"330470","2014-11-11",73,57,
"330491","2014-10-30",100,6,
"330510","2014-11-15",0,0,
"330511","2014-11-15",0,0,
"330520","2014-10-30",70,10,
"330570","2014-12-29",0,0,
"330580","2015-05-18",0,0,
"330620","2014-11-18",79,87,
"330630","2014-10-31",0,1,
"330631","2014-10-31",66,3,
"330650","2014-11-15",85,7,
"330660","2015-03-20",90,10,
"330670","2015-03-10",0,0,
"330680","2014-11-17",23,17,
"330690","2014-11-06",0,0,
"330700","2014-10-31",82,80,
"330710","2014-11-05",96,2307,
"330720","2014-11-18",92,42,
"330730","2014-11-21",90,11,
"330750","2014-11-03",52,21,
"330760","2015-02-20",63,610,
"330770","2014-11-25",93,49,
"330800","2014-11-03",0,0,
"330810","2014-10-30",100,1,
"330830","2014-11-13",93,2127,
"330840","2014-11-20",88,2577,
"330860","2014-10-31",85,56,
"330990","2014-11-26",59,49,
"318020","2015-05-08",0,0,
"318060","2014-11-03",0,1,
"318072","2014-11-27",100,4,
"318073","2014-11-26",0,0,
"318077","2014-11-26",0,0,
"318130","2015-03-13",98,253,
"318230","2014-12-04",86,183,
"318260","2014-12-30",77,54,
"246110","2014-11-11",79,274,
"318300","2015-02-24",0,3,
"318330","2014-12-05",92,42,
"318340","2014-12-05",0,0,
"318390","2014-12-16",63,63,
"318410","2014-12-02",45,12,
"318411","2015-01-27",66,6,
"318412","2014-11-18",23,35,
"318414","2014-12-09",26,15,
"318420","2015-02-24",68,103,
"318480","2015-02-23",100,14,
"318490","2015-04-01",100,1,
"318520","2014-12-03",100,86,
"318560","2015-04-22",50,2,
"318591","2015-01-06",0,0,
"318650","2014-12-11",81,32,
"318690","2014-12-01",60,121,
"318790","2015-03-12",66,18,
"318791","2015-03-03",52,261,
"318792","2015-04-30",61,59,
"318850","2015-03-25",53,15,
"318860","2014-11-14",81,22,
"318870","2015-01-13",100,1,
"318871","2015-01-13",100,2,
"318872","2015-01-13",50,2,
"318873","2014-12-10",0,0,
"318874","2015-01-13",100,2,
"318875","2015-02-03",100,1,
"318970","2015-03-03",92,83,
"102220","2014-12-04",0,0,
"331000","2014-10-30",0,0,
"331060","2015-01-15",50,12,
"331061","2015-01-15",81,16,
"331062","2015-01-15",75,4,
"331063","2015-01-15",100,5,
"331064","2015-01-15",41,12,
"331065","2015-01-15",59,27,
"331066","2015-01-15",16,7,
"331067","2015-01-15",66,3,
"331068","2015-01-15",83,6,
"331069","2015-01-15",90,11,
"331070","2015-01-15",37,8,
"331071","2015-01-15",50,6,
"331072","2015-01-15",28,14,
"331103","2015-01-16",0,0,
"331104","2015-01-17",0,0,
"331105","2015-01-17",0,0,
"331106","2015-01-17",0,0,
"331107","2015-01-17",0,0,
"331108","2015-01-17",0,0,
"331120","2014-11-21",72,488,
"331130","2014-11-13",100,3,
"331160","2015-02-24",37,8,
"331180","2015-04-24",100,12,
"331181","2015-04-24",100,18,
"331200","2014-11-12",45,241,
"331220","2014-12-01",73,76,
"331230","2014-11-26",0,0,
"331240","2014-12-11",0,0,
"331250","2014-11-26",0,0,
"331260","2014-11-26",75,4,
"331270","2014-10-31",66,3,
"331290","2014-11-11",75,8,
"331300","2014-12-22",0,1,
"331310","2014-11-03",71,7,
"331330","2015-03-31",47,74,
"331340","2015-01-16",82,28,
"331350","2014-12-16",100,1,
"331351","2014-12-16",0,0,
"331352","2014-12-16",100,2,
"331353","2014-12-16",0,0,
"331354","2014-12-16",100,2,
"331355","2014-12-16",100,2,
"331356","2014-12-16",0,0,
"331357","2014-12-16",0,0,
"331358","2014-12-16",100,1,
"331380","2014-11-17",0,0,
"331390","2014-11-03",95,74,
"331400","2014-11-18",20,35,
"331440","2014-11-18",78,377,
"331450","2015-02-24",100,2,
"331460","2015-03-23",100,23,
"331470","2014-11-18",93,6301,
"331490","2014-11-04",100,1,
"331491","2014-11-03",0,1,
"331492","2014-11-03",50,4,
"102810","2014-12-11",79,59,
"331500","2015-03-05",87,32,
"331510","2014-11-06",92,25,
"331520","2015-01-16",100,1,
"331550","2014-11-07",0,0,
"331560","2014-12-02",0,0,
"331570","2015-05-26",0,0,
"331580","2014-11-19",44,9,
"331600","2015-03-30",0,0,
"331610","2014-12-16",44,18,
"331620","2014-11-12",100,1,
"331650","2014-12-04",66,113,
"331660","2014-11-07",47,17,
"331670","2014-11-26",87,233,
"331710","2014-11-08",43,66,
"331720","2014-11-11",92,81,
"331740","2014-11-18",100,2,
"331750","2015-02-24",85,7,
"331760","2015-01-13",75,24,
"331790","2015-02-03",100,10,
"331800","2014-11-19",100,9,
"331880","2015-04-17",68,25,
"331890","2014-11-25",0,1,
"331891","2014-11-06",33,3,
"331892","2014-11-25",0,0,
"331900","2014-11-13",90,456,
"331910","2014-11-28",71,7,
"331920","2014-11-14",61,60,
"331930","2015-02-06",100,6,
"331960","2014-11-05",0,0,
"331970","2015-02-24",94,18,
"331980","2014-12-11",70,74,
"319000","2015-01-30",100,5,
"319010","2015-01-30",100,4,
"319011","2015-01-30",100,2,
"319013","2015-01-30",100,7,
"319014","2015-01-30",100,41,
"319015","2015-01-30",100,15,
"319016","2015-01-30",91,12,
"319017","2015-01-21",100,9,
"319018","2015-01-30",75,20,
"319050","2014-12-01",90,255,
"319140","2014-12-04",74,59,
"319210","2014-11-21",43,16,
"319240","2015-02-16",100,2,
"319290","2014-11-15",33,3,
"319450","2014-11-04",88,62,
"319470","2015-05-25",100,3,
"319740","2015-01-16",78,188,
"319780","2015-04-17",30,36,
"319810","2015-03-04",88,44,
"319910","2015-04-16",86,357,
"332000","2014-11-06",0,0,
"332001","2014-11-05",0,0,
"332010","2014-11-06",0,0,
"332011","2014-11-05",0,0,
"332020","2014-11-05",0,0,
"332030","2014-11-11",0,0,
"332070","2014-12-04",48,1687,
"332120","2014-12-17",0,0,
"332130","2014-11-20",100,2,
"332150","2014-11-24",33,3,
"332190","2014-12-18",0,0,
"332191","2014-12-18",0,0,
"332200","2015-04-18",96,242,
"332210","2014-11-06",0,0,
"332240","2014-11-24",66,6,
"332250","2015-01-09",95,64,
"332260","2015-02-24",100,1,
"332290","2015-01-10",0,0,
"332291","2015-01-10",100,1,
"332292","2015-01-10",0,0,
"332293","2015-01-10",0,0,
"332300","2014-11-07",100,1,
"332340","2014-11-14",0,2,
"332350","2015-04-08",86,243,
"332360","2014-11-14",84,38,
"332380","2015-04-06",80,10,
"332390","2015-04-02",90,11,
"332410","2015-04-15",100,12,
"332420","2014-11-11",0,0,
"332430","2014-11-25",0,0,
"332460","2014-11-11",75,4,
"332470","2014-11-07",0,2,
"332480","2014-11-11",85,202,
"332490","2014-11-18",84,97,
"332500","2014-11-11",78,1494,
"332540","2014-11-17",95,24,
"332570","2014-11-21",94,146,
"332580","2015-01-13",93,15,
"260410","2014-11-03",76,1173,
"260430","2015-02-18",75,138,
"332610","2015-05-19",80,10,
"332630","2015-01-22",85,14,
"332710","2014-11-21",60,73,
"332730","2015-02-03",75,33,
"332750","2014-11-17",100,1,
"332760","2015-02-25",91,12,
"332780","2014-12-15",47,42,
"332790","2015-02-03",52,57,
"332800","2014-11-11",96,7403,
"332810","2014-11-24",50,2,
"332830","2014-12-09",97,41,
"332880","2015-04-02",95,20,
"332890","2014-11-11",0,0,
"332970","2015-04-17",79,109,
"333030","2014-11-21",66,3,
"333040","2014-11-25",100,2,
"333050","2014-11-22",100,5,
"333051","2014-11-21",0,0,
"333052","2014-11-21",0,0,
"333060","2014-11-21",100,3,
"333070","2014-11-21",0,0,
"333071","2014-11-21",0,0,
"333080","2015-01-15",20,10,
"333081","2015-01-15",60,6,
"333082","2015-01-15",0,0,
"333083","2015-01-15",0,2,
"333084","2015-01-15",50,5,
"333087","2015-01-15",20,5,
"333088","2015-01-15",14,7,
"333090","2015-02-06",0,1,
"333091","2015-01-10",100,2,
"333110","2015-03-13",95,23,
"333120","2014-11-17",43,31,
"333130","2014-12-19",80,5,
"333140","2014-12-10",100,2,
"333150","2014-12-18",80,5,
"333160","2014-12-17",100,8,
"333170","2014-12-17",100,4,
"333180","2015-01-22",75,4,
"333181","2015-01-22",100,2,
"333182","2015-01-22",0,0,
"333190","2015-01-22",0,0,
"333191","2015-01-22",0,0,
"333192","2015-01-22",0,0,
"333193","2015-01-22",0,0,
"333200","2014-12-17",50,6,
"333210","2015-04-10",80,97,
"333220","2014-11-20",74,79,
"333230","2014-11-26",100,3,
"333250","2015-01-23",88,263,
"333260","2014-12-02",100,28,
"333270","2014-11-15",50,2,
"333310","2014-11-17",100,4,
"333320","2014-11-14",66,3,
"333330","2015-01-13",79,54,
"333350","2015-01-29",60,39,
"333380","2014-12-22",100,5,
"333390","2015-01-09",94,18,
"333400","2014-12-10",100,4,
"333430","2014-12-05",59,32,
"333460","2014-12-12",100,20,
"333500","2014-11-22",0,0,
"333510","2015-02-17",93,29,
"333520","2014-11-17",0,0,
"333530","2015-02-10",85,56,
"333540","2014-11-25",66,21,
"333560","2015-01-26",100,3,
"333580","2015-04-14",90,11,
"333600","2014-12-04",96,2820,
"333650","2015-02-16",50,4,
"333660","2014-12-30",63,58,
"333670","2014-11-17",100,2,
"333680","2014-12-05",0,0,
"333690","2015-05-08",92,14,
"333700","2014-11-25",100,1,
"333710","2015-01-15",0,0,
"333720","2014-12-04",0,0,
"333730","2015-01-26",50,14,
"333740","2015-03-17",69,46,
"261570","2015-02-28",96,5777,
"333760","2014-12-31",89,47,
"333780","2015-02-10",0,0,
"333790","2014-11-25",46,86,
"333800","2015-03-03",35,20,
"333820","2015-03-06",96,140,
"333850","2014-11-19",33,3,
"333860","2015-01-19",31,58,
"333870","2014-11-25",81,44,
"333880","2014-12-03",81,38,
"333890","2014-12-18",0,0,
"333891","2014-12-19",0,0,
"333892","2014-12-18",0,0,
"333900","2014-11-18",0,0,
"333910","2014-12-18",66,3,
"333920","2014-12-18",0,0,
"333921","2014-12-18",83,6,
"333930","2015-01-06",77,1564,
"333950","2015-01-28",87,2107,
"333970","2015-02-17",90,42,
"333980","2015-05-14",0,0,
"334010","2014-11-20",0,0,
"334030","2015-04-08",73,146,
"334040","2015-01-13",70,172,
"334050","2014-11-19",75,12,
"334060","2014-11-19",0,0,
"334070","2015-01-16",72,134,
"334080","2014-11-28",100,20,
"334090","2014-12-17",0,0,
"334110","2014-12-18",0,0,
"334111","2014-12-18",0,0,
"334112","2014-12-18",0,0,
"334113","2014-12-18",0,0,
"334120","2015-02-28",0,0,
"334140","2014-12-09",100,27,
"334150","2014-12-18",0,0,
"334160","2014-12-18",0,0,
"334161","2014-12-18",0,0,
"334180","2014-12-18",100,1,
"334190","2014-12-02",86,30,
"334220","2015-01-15",100,2,
"334221","2015-01-15",0,2,
"334230","2014-12-15",94,1446,
"262060","2014-12-23",89,4656,
"334270","2014-12-17",60,33,
"334290","2014-12-16",70,70,
"334300","2014-12-19",100,24,
"334330","2014-11-20",100,33,
"334340","2015-03-05",80,10,
"262190","2015-01-29",91,56,
"334380","2014-11-21",80,5,
"334390","2015-03-03",100,1,
"334400","2014-11-28",100,2,
"262230","2015-02-23",0,0,
"334401","2014-11-28",54,11,
"334402","2014-11-28",80,5,
"334420","2015-03-25",86,222,
"334430","2014-11-25",0,0,
"334440","2014-12-18",80,5,
"334441","2014-12-18",100,5,
"334442","2014-12-18",0,1,
"334450","2014-12-18",75,4,
"334470","2015-01-09",0,1,
"334480","2015-02-10",100,1,
"334490","2015-03-09",50,2,
"334510","2014-11-26",0,0,
"334520","2014-11-26",0,0,
"334530","2014-11-26",100,1,
"334560","2015-04-06",100,28,
"334580","2014-12-09",100,2,
"334590","2014-12-08",0,0,
"334600","2014-12-08",100,4,
"334620","2015-01-27",100,14,
"334660","2014-11-21",97,895,
"334690","2015-01-12",80,227,
"334710","2014-11-25",75,62,
"334740","2015-01-07",0,0,
"262630","2015-02-06",100,4,
"334810","2014-12-10",71,8,
"334840","2015-01-22",95,23,
"334850","2015-03-25",88,9,
"334860","2014-11-24",66,3,
"334930","2015-01-01",46,13,
"334960","2015-02-20",40,6,
"334970","2014-12-01",0,0,
"334980","2014-12-24",55,27,
"334990","2014-11-26",0,0,
"262960","2015-01-27",88,326,
"335000","2015-02-09",96,270,
"335010","2015-02-09",84,13,
"335020","2014-11-24",58,141,
"335030","2015-03-25",45,224,
"335050","2014-12-17",25,104,
"335060","2014-11-27",83,6,
"335070","2015-03-05",93,61,
"335080","2015-01-21",44,9,
"335090","2015-01-06",96,25,
"335100","2014-12-23",80,63,
"335120","2014-12-09",0,0,
"335150","2015-01-10",35,585,
"335170","2014-12-03",0,0,
"335180","2014-12-04",56,25,
"335200","2015-03-18",100,14,
"335210","2014-12-01",47,23,
"335220","2015-01-15",66,6,
"335240","2015-01-22",83,3429,
"335250","2015-04-30",93,16,
"335260","2014-12-18",100,6,
"335290","2014-12-11",90,43,
"335300","2015-04-02",83,2681,
"335320","2014-12-06",76,39,
"335330","2015-02-11",36,1934,
"335350","2014-11-26",95,23,
"335370","2014-11-28",100,4,
"335410","2014-12-01",60,10,
"335420","2015-01-09",80,5,
"335430","2014-12-13",73,218,
"335440","2014-12-04",25,4,
"335450","2015-05-13",0,0,
"335460","2015-05-13",100,1,
"335473","2015-01-16",0,0,
"335474","2015-01-16",0,0,
"335475","2015-01-16",100,1,
"335476","2015-01-16",0,0,
"335477","2015-01-16",0,0,
"335478","2015-01-16",0,0,
"335510","2014-12-10",85,20,
"335520","2014-12-17",0,0,
"335550","2015-02-02",77,9,
"335560","2015-04-21",100,5,
"335570","2014-12-16",33,3,
"335580","2014-12-10",0,1,
"335610","2015-05-21",0,0,
"335611","2015-05-21",0,0,
"335640","2014-12-15",100,6,
"335660","2015-01-28",52,17,
"335670","2014-12-05",98,583,
"335680","2015-01-30",0,0,
"335690","2015-01-08",23,21,
"335740","2014-12-05",31,16,
"335770","2014-12-08",91,12,
"335790","2014-12-09",80,255,
"335800","2015-04-01",89,19,
"335810","2014-12-03",0,0,
"335830","2014-12-10",64,108,
"335840","2015-01-29",87,33,
"335850","2015-03-09",81,38,
"335880","2014-12-06",66,3,
"335890","2014-12-05",91,12,
"335900","2014-12-08",82,28,
"335920","2015-01-28",98,51,
"335930","2015-01-19",60,20,
"335940","2015-01-10",95,21,
"335970","2015-01-08",0,0,
"335981","2014-12-22",75,4,
"335982","2014-12-22",0,0,
"335990","2015-01-07",0,0,
"335991","2015-01-07",0,0,
"336010","2014-12-02",61,18,
"336020","2015-01-14",41,12,
"336040","2015-01-08",63,113,
"336050","2014-12-18",0,0,
"336060","2015-02-13",85,108,
"336080","2015-02-25",82,95,
"336090","2014-12-16",71,35,
"336100","2014-12-19",70,48,
"336110","2015-03-10",85,27,
"336150","2015-05-07",85,20,
"336170","2014-12-02",100,5,
"336180","2014-12-02",0,0,
"336200","2015-02-10",77,35,
"336260","2015-01-06",0,0,
"336270","2015-03-10",100,2,
"336280","2014-12-16",39,28,
"336300","2014-12-12",94,36,
"336310","2014-12-05",90,32,
"336320","2014-12-10",0,0,
"336370","2014-12-11",100,11,
"336380","2014-12-31",61,21,
"336420","2015-02-25",94,140,
"336460","2015-01-29",0,0,
"336530","2015-03-10",100,10,
"336610","2014-12-18",97,175,
"336620","2014-12-10",0,0,
"336630","2014-12-05",63,30,
"336650","2014-12-10",0,0,
"336660","2014-12-16",100,1,
"336670","2015-02-04",37,327,
"336700","2014-12-18",87,8,
"336710","2015-01-13",100,3,
"336730","2015-01-13",100,3,
"336760","2014-12-16",93,15,
"336770","2014-12-31",100,4,
"336780","2015-01-19",75,4,
"336790","2015-03-11",95,42,
"336810","2015-02-12",0,0,
"336840","2015-04-03",90,11,
"336850","2014-12-17",100,1,
"336851","2014-12-17",0,0,
"336860","2014-12-11",0,0,
"336870","2014-12-11",0,0,
"336930","2014-12-12",72,11,
"264840","2015-01-15",100,1,
"264841","2015-01-15",0,0,
"337000","2015-04-08",0,0,
"337040","2014-12-09",80,73,
"337050","2014-12-05",100,1,
"337070","2014-12-17",82,207,
"337110","2015-02-23",55,9,
"337120","2015-01-27",90,11,
"337150","2014-12-18",95,130,
"337180","2015-03-25",0,0,
"337220","2015-01-21",48,58,
"337270","2015-01-06",88,81,
"337280","2015-02-06",90,21,
"337310","2014-12-11",100,3,
"265140","2014-11-05",27,47,
"265146","2014-11-05",100,1,
"337380","2014-12-13",0,0,
"337400","2014-12-11",100,1,
"337410","2014-12-24",41,164,
"337420","2014-12-12",71,38,
"337430","2014-12-12",50,6,
"337450","2014-12-16",100,9,
"337630","2015-03-17",81,44,
"337640","2015-03-17",50,4,
"337660","2014-12-16",53,339,
"337661","2014-12-16",88,408,
"337670","2015-03-19",84,13,
"337680","2015-03-03",0,0,
"337690","2014-12-17",68,29,
"337710","2014-12-15",100,1,
"337730","2015-03-17",40,5,
"337740","2015-02-24",0,0,
"337750","2015-01-27",0,4,
"337760","2015-01-22",85,7,
"337820","2014-12-24",94,69,
"337840","2015-05-12",100,24,
"337850","2015-01-08",95,41,
"337870","2014-12-18",0,0,
"337871","2014-12-18",0,0,
"337872","2014-12-18",0,0,
"337880","2014-12-22",37,59,
"337900","2015-02-06",0,0,
"337901","2015-02-06",0,0,
"337902","2015-02-06",100,1,
"337910","2014-12-18",0,0,
"337930","2014-12-24",97,144,
"337940","2015-01-14",90,30,
"337960","2015-01-13",90,20,
"337970","2015-04-01",100,1,
"337980","2015-02-23",72,11,
"350000","2015-05-11",57,7,
"350010","2015-02-19",62,32,
"350020","2015-04-28",61,101,
"350060","2015-02-13",83,12,
"350070","2015-03-20",94,72,
"350080","2015-03-11",91,1072,
"350090","2015-05-22",0,0,
"350130","2015-02-18",0,0,
"350220","2015-03-13",53,129,
"350230","2015-02-12",0,0,
"350260","2015-03-27",0,0,
"350330","2015-02-16",75,4,
"350400","2015-04-23",100,1,
"350410","2015-05-01",100,1,
"350412","2015-05-05",50,2,
"350413","2015-04-21",0,0,
"350414","2015-04-07",100,5,
"350415","2015-03-31",0,0,
"350420","2015-05-26",0,0,
"350460","2015-04-18",77,9,
"350490","2015-04-10",50,4,
"350500","2015-02-17",75,33,
"350510","2015-02-16",81,16,
"350520","2015-02-12",0,0,
"350530","2015-05-09",43,46,
"350540","2015-05-01",12,8,
"350560","2015-03-27",0,0,
"350620","2015-05-04",100,6,
"350630","2015-02-25",73,30,
"350660","2015-04-27",31,103,
"350680","2015-04-30",0,0,
"350700","2015-04-03",57,166,
"350720","2015-02-17",100,1,
"350730","2015-03-02",0,0,
"350750","2015-02-27",82,29,
"350810","2015-03-16",92,26,
"350840","2015-02-16",0,5,
"350870","2015-02-14",27,11,
"350910","2015-05-19",0,0,
"338000","2015-01-16",92,621,
"338010","2014-12-29",0,0,
"338030","2014-12-17",60,5,
"338050","2015-01-14",82,41,
"338060","2015-01-09",68,72,
"338070","2015-01-09",100,4,
"338080","2015-01-09",100,3,
"338090","2015-01-09",100,2,
"338100","2015-01-09",0,0,
"338110","2015-01-12",83,6,
"338140","2015-01-23",79,64,
"338160","2015-02-26",89,113,
"338161","2015-02-26",100,8,
"338162","2015-02-26",69,13,
"338170","2015-01-17",93,308,
"338180","2015-05-14",52,897,
"338190","2015-01-26",94,51,
"338200","2015-02-02",0,0,
"338201","2015-02-02",100,1,
"338202","2015-02-02",100,2,
"338230","2014-12-17",0,0,
"338240","2014-12-17",0,0,
"338250","2015-02-04",95,21,
"338260","2015-01-30",42,7,
"338300","2015-02-24",0,0,
"338320","2015-01-19",95,87,
"266150","2014-11-25",57,413,
"338340","2015-03-18",60,228,
"338360","2015-03-09",100,12,
"338370","2015-04-28",0,0,
"338371","2015-02-21",100,1,
"338372","2015-03-25",100,1,
"338420","2015-05-15",100,14,
"338440","2014-12-18",0,0,
"338453","2015-03-09",0,0,
"338470","2015-01-13",62,106,
"338480","2014-12-24",0,0,
"338490","2014-12-16",100,2,
"266310","2015-02-12",78,197,
"338510","2014-12-18",0,0,
"338511","2014-12-18",0,0,
"338512","2014-12-24",0,0,
"338513","2014-12-24",0,0,
"338514","2014-12-24",0,0,
"338515","2014-12-24",0,0,
"338516","2014-12-24",0,0,
"338518","2015-01-14",0,0,
"338520","2015-01-14",0,0,
"338521","2015-01-14",0,0,
"338522","2015-01-14",0,0,
"338523","2015-01-14",0,0,
"338524","2015-01-14",0,0,
"338525","2015-02-20",50,2,
"338540","2015-02-17",48,923,
"338550","2015-02-06",100,5,
"338580","2015-01-26",77,9,
"338590","2015-01-02",66,9,
"266410","2015-01-12",84,132,
"338620","2015-01-13",22,131,
"338650","2015-02-11",0,6,
"338661","2015-02-11",66,6,
"338680","2014-12-18",94,18,
"338710","2015-01-07",57,56,
"338720","2015-01-15",81,38,
"338721","2015-01-15",42,7,
"338722","2015-01-15",0,0,
"338723","2015-01-15",75,4,
"338741","2015-03-31",0,0,
"338743","2015-03-31",66,6,
"338744","2015-03-31",71,7,
"338745","2015-03-31",42,8,
"338746","2015-03-31",60,5,
